name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
Retail on Whitlock Lane,retail,"Dallas County, Texas",Whitlock Lane,32.96800046339111,-96.91578303,22287.88307796455,14487.12
Warehouse on North Interstate 35E,warehouse,"Dallas County, Texas",North Interstate 35E,32.96755156,-96.92163756,139493.45265813963,90670.74
The Home Depot,retail,"Dallas County, Texas",Keller Springs Road,32.97312257612956,-96.88684461,99022.737523594,64364.78
Retail on West Trinity Mills Road,retail,"Dallas County, Texas",West Trinity Mills Road,32.98103091770182,-96.91205414,90870.13690292487,59065.59
Retail on Capital Parkway,retail,"Dallas County, Texas",Capital Parkway,32.95967463961281,-96.91658022,43354.38814,28180.35
Retail on North Josey Lane,retail,"Dallas County, Texas",North Josey Lane,32.974643421573894,-96.88776557,22471.434465040395,14606.43
Retail on North Josey Lane,retail,"Dallas County, Texas",North Josey Lane,32.97476102265199,-96.88926708,27641.613812932133,17967.05
Office on North Interstate 35E,office,"Dallas County, Texas",North Interstate 35E,32.960551871087524,-96.91383676,23457.42896183679,15247.33
Office on North Interstate 35E,office,"Dallas County, Texas",North Interstate 35E,32.96019260176824,-96.91362285,24215.06833025059,15739.79
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.98009996,-96.90785006,25488.399510050407,16567.46
Retail on North Josey Lane,retail,"Dallas County, Texas",North Josey Lane,32.97514768514023,-96.88819604,32808.32098425887,21325.41
Retail on West Trinity Mills Road,retail,"Dallas County, Texas",West Trinity Mills Road,32.98151102492731,-96.91780414,154711.58890921852,100562.53
Retail on North Interstate 35E,retail,"Dallas County, Texas",North Interstate 35E,32.960915721800106,-96.91405592,24736.57150610056,16078.77
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.97777779647391,-96.91370478,51268.61187925842,33324.6
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.9791949,-96.9163445,101122.65393401682,65729.73
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.97775965000001,-96.91754685,60701.24118303907,39455.81
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.98170724320137,-96.90774721,62383.48591,40549.27
Warehouse on West Trinity Mills Road,warehouse,"Dallas County, Texas",West Trinity Mills Road,32.98229277964182,-96.92500971,20082.43546941104,13053.58
Warehouse on Camp Avenue,warehouse,"Dallas County, Texas",Camp Avenue,32.97939890000001,-96.91468775,120498.83503301084,78324.24
Warehouse on West College Street,warehouse,"Dallas County, Texas",West College Street,32.953573250000005,-96.9127781,32348.990224760328,21026.84
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.977780345961264,-96.91624038,55335.29926995454,35967.94
Commercial on West Trinity Mills Road,commercial,"Dallas County, Texas",West Trinity Mills Road,32.981727871077624,-96.91469137,99474.23539080445,64658.25
Warehouse on Camp Avenue,warehouse,"Dallas County, Texas",Camp Avenue,32.979364450000006,-96.9137706,92682.13594,60243.39
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.97943264054748,-96.91747003,160911.37490213406,104592.39
Warehouse on Crowley Drive,warehouse,"Dallas County, Texas",Crowley Drive,32.97777909672184,-96.91503683,68854.0072,44755.1
Retail on Oakwood Drive,retail,"Dallas County, Texas",Oakwood Drive,32.980657056579226,-96.90790085,25378.0064,16495.7
Retail on Keller Springs Road,retail,"Dallas County, Texas",Keller Springs Road,32.97218602166859,-96.88852114,23430.183575804087,15229.62
Retail on Old Denton Road,retail,"Dallas County, Texas",Old Denton Road,32.98067127839598,-96.90896349,48972.706635330185,31832.26
Retail on West Trinity Mills Road,retail,"Dallas County, Texas",West Trinity Mills Road,32.982083837573185,-96.91945042,22875.847190394463,14869.3
Retail on Whitlock Lane,retail,"Dallas County, Texas",Whitlock Lane,32.96798489340752,-96.91497528,27100.28054998438,17615.18
Industrial on Country Club Drive,industrial,"Dallas County, Texas",Country Club Drive,32.962086984785465,-96.88816977,256909.8536234857,166991.4
Retail on Marsh Lane,retail,"Dallas County, Texas",Marsh Lane,32.96933112098916,-96.85519042,40454.43055,26295.38
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.98435525788058,-96.88913861,31065.57404087195,20192.62
Warehouse on East Trinity Mills Road,warehouse,"Dallas County, Texas",East Trinity Mills Road,32.98426681429109,-96.86500934,46192.40588558066,30025.06
Retail on Westgrove Drive,retail,"Dallas County, Texas",Westgrove Drive,32.98381436658268,-96.83946453,37036.70674218559,24073.86
AirBorn,industrial,"Dallas County, Texas",Airborn Drive,32.98163195000001,-96.83665765,31828.28481924376,20688.39
Warehouse on East Trinity Mills Road,warehouse,"Dallas County, Texas",East Trinity Mills Road,32.98420219963013,-96.86533905,24329.410746509395,15814.12
FedEx,industrial,"Dallas County, Texas",Airport Parkway,32.96678822324914,-96.82802887,61318.63253148367,39857.11
Office on Excel Parkway,office,"Dallas County, Texas",Excel Parkway,32.98015444440299,-96.82972739,22413.785858279505,14568.96
Retail on Midway Road,retail,"Dallas County, Texas",Midway Road,32.98453797266298,-96.84349211,48645.9856735982,31619.89
Office on Addison Road,office,"Dallas County, Texas",Addison Road,32.97849343018692,-96.83127122,100672.00868470268,65436.81
Commercial on Quorum Drive,commercial,"Dallas County, Texas",Quorum Drive,32.96653041638729,-96.82658184,34820.32555690719,22633.21
Addison Plaza,office,"Dallas County, Texas",Addison Road,32.97040868,-96.82955929,42919.99528877653,27898.0
Retail on Midway Road,retail,"Dallas County, Texas",Midway Road,32.98530919145433,-96.84389772,30293.48628173388,19690.77
Commercial on Quorum Drive,commercial,"Dallas County, Texas",Quorum Drive,32.96812059941154,-96.82655503,36968.60435170154,24029.59
The Charter,office,"Dallas County, Texas",Addison Road,32.97243233356148,-96.83083564,39823.51648871251,25885.29
Addison Airport Office Center,office,"Dallas County, Texas",Addison Road,32.967650712195706,-96.83018396,31282.115420295857,20333.38
Liberty Plaza I,office,"Dallas County, Texas",Keller Springs Road,32.96945325389112,-96.82392054,20258.180034330184,13167.82
Liberty Plaza II,office,"Dallas County, Texas",Keller Springs Road,32.969946723829324,-96.82391604,20263.60466059073,13171.34
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.986040960096624,-96.84394637,58184.01059614847,37819.61
Regus - The Maddison,office,"Dallas County, Texas",Dallas Parkway,32.96537220126175,-96.82269066,31331.093132654656,20365.21
Commercial on Quorum Drive,commercial,"Dallas County, Texas",Quorum Drive,32.96709239,-96.82657794,24961.31838973897,16224.86
Commercial on Quorum Drive,commercial,"Dallas County, Texas",Quorum Drive,32.967558867672615,-96.82657272,24179.88105091971,15716.92
Hallmark Center,office,"Dallas County, Texas",Dallas Parkway,32.96709837215664,-96.82313461,273044.0996605851,177478.66
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.986638568362885,-96.84408927,21857.66970042228,14207.49
Retail on East Trinity Mills Road,retail,"Dallas County, Texas",East Trinity Mills Road,32.986032525981265,-96.85300453,41082.80685797571,26703.82
Bent Tree Tower II,office,"Dallas County, Texas",Dallas Parkway,32.976040248036725,-96.82612157,24496.38089368005,15922.65
Treepoint Plaza,office,"Dallas County, Texas",Dallas Parkway,32.98203040922216,-96.82963058,23735.877972400514,15428.32
One Hanover Park,office,"Dallas County, Texas",Dallas Parkway,32.976998526436056,-96.82683525,27312.79372570372,17753.32
Bent Tree Tower I,office,"Dallas County, Texas",Dallas Parkway,32.975234680814566,-96.82477014,23931.42757500981,15555.43
Office on Quorum Drive,office,"Dallas County, Texas",Quorum Drive,32.97184980936444,-96.82522007,25608.47836696299,16645.51
Office on Quorum Drive,office,"Dallas County, Texas",Quorum Drive,32.97262746548382,-96.82528615,25893.21106054075,16830.59
Office on Boyington Drive,office,"Dallas County, Texas",Boyington Drive,32.96451314521977,-96.83950083,43674.960293754026,28388.72
Commercial on Kellway Circle,commercial,"Dallas County, Texas",Kellway Circle,32.97187185000002,-96.84030375,30346.45404227604,19725.2
Commercial on Lindbergh Drive,commercial,"Dallas County, Texas",Lindbergh Drive,32.95703513,-96.83932673,36874.42892169344,23968.38
Commercial on Richard Byrd Drive,commercial,"Dallas County, Texas",Richard Byrd Drive,32.959782384419015,-96.83792342,34237.40067535306,22254.31
Commercial on Lindbergh Drive,commercial,"Dallas County, Texas",Lindbergh Drive,32.957591260178496,-96.83932136,55943.35660894577,36363.18
Commercial on Centurion Way,commercial,"Dallas County, Texas",Centurion Way,32.95724963060294,-96.83538509,75393.39138634555,49005.7
Commercial on Midway Road,commercial,"Dallas County, Texas",Midway Road,32.95756067,-96.83810467,29974.62554595444,19483.51
Bowlero,retail,"Dallas County, Texas",Belt Line Road,32.95514100145802,-96.85043984,48679.22411991778,31641.5
Commercial on Surveyor Boulevard,commercial,"Dallas County, Texas",Surveyor Boulevard,32.95610570695884,-96.84751592,33696.69181970918,21902.85
Retail on Redding Trail,retail,"Dallas County, Texas",Redding Trail,32.946434513639375,-96.83961773,30341.650863055973,19722.07
Commercial on Arapaho Road,commercial,"Dallas County, Texas",Arapaho Road,32.956101230696895,-96.84943837,60525.45084673289,39341.54
Commercial on Arapaho Road,commercial,"Dallas County, Texas",Arapaho Road,32.956425866522665,-96.85138148,75773.71789240166,49252.92
Commercial on Surveyor Boulevard,commercial,"Dallas County, Texas",Surveyor Boulevard,32.95474431,-96.84740713,31995.404627766697,20797.01
Office on Wright Brothers Drive,office,"Dallas County, Texas",Wright Brothers Drive,32.96097770089585,-96.83702634,35777.54184137441,23255.4
Warehouse on Golden Bear Court,warehouse,"Dallas County, Texas",Golden Bear Court,32.981846299999994,-96.84511895,149247.30683571525,97010.75
Retail on Belt Line Road,retail,"Dallas County, Texas",Belt Line Road,32.95370477469602,-96.85345746,21208.65188572092,13785.62
Warehouse on Belt Line Road,warehouse,"Dallas County, Texas",Belt Line Road,32.95578425111494,-96.84449667,24376.151443083065,15844.5
Commercial on Lindbergh Drive,commercial,"Dallas County, Texas",Lindbergh Drive,32.957472604793736,-96.83612265,35095.39391273202,22812.01
Office on Centurion Way,office,"Dallas County, Texas",Centurion Way,32.955979160265784,-96.84103076,29177.92639469454,18965.65
Commercial on Lindbergh Drive,commercial,"Dallas County, Texas",Lindbergh Drive,32.95755061692202,-96.83441243,34798.58803493902,22619.08
Office on Midway Road,office,"Dallas County, Texas",Midway Road,32.94750837295006,-96.83965279,38563.77848020447,25066.46
Commercial on Lindbergh Drive,commercial,"Dallas County, Texas",Lindbergh Drive,32.958570628617366,-96.83596881,97444.43343490052,63338.88
1 Addison Park Place,retail,"Dallas County, Texas",Beltway Drive,32.95236094159035,-96.83344616,45547.80610460146,29606.07
Commercial on Welch Road,commercial,"Dallas County, Texas",Welch Road,32.94156402872673,-96.82979134,74858.75464153073,48658.19
Commercial on East Beltwood Parkway,commercial,"Dallas County, Texas",East Beltwood Parkway,32.95031930514005,-96.8318082,24221.86213372471,15744.21
Warehouse on Langland Road,warehouse,"Dallas County, Texas",Langland Road,32.945833685801645,-96.83082823,135265.5483793054,87922.61
Commercial on Midway Road,commercial,"Dallas County, Texas",Midway Road,32.94556598959899,-96.83821366,20226.83502405126,13147.44
Commercial on Proton Road,commercial,"Dallas County, Texas",Proton Road,32.94128785964269,-96.83610331,26456.207978742204,17196.54
4 Addison Park Place,commercial,"Dallas County, Texas",Beltway Drive,32.951566255042295,-96.83499348,20332.734801235525,13216.28
Retail on Inwood Road,retail,"Dallas County, Texas",Inwood Road,32.94156832093556,-96.82679854,25738.99635747475,16730.35
Warehouse on Gillis Road,warehouse,"Dallas County, Texas",Gillis Road,32.94579511,-96.83477001,69158.76754221473,44953.2
Commercial on Spring Valley Road,commercial,"Dallas County, Texas",Spring Valley Road,32.94146894,-96.82808898,97709.2714658602,63511.03
Warehouse on Welch Road,warehouse,"Dallas County, Texas",Welch Road,32.94088716828448,-96.82997833,61143.92969005629,39743.55
Commercial on Spring Valley Road,commercial,"Dallas County, Texas",Spring Valley Road,32.940272474238824,-96.82854593,34024.01129,22115.61
Commercial on Proton Road,commercial,"Dallas County, Texas",Proton Road,32.946416773733766,-96.83668761,24202.97079287969,15731.93
Commercial on Gillis Road,commercial,"Dallas County, Texas",Gillis Road,32.94744022552817,-96.83517776,170444.9299586335,110789.2
Commercial on Midway Road,commercial,"Dallas County, Texas",Midway Road,32.95030015,-96.83812844,35259.61527,22918.75
Commercial on Langland Road,commercial,"Dallas County, Texas",Langland Road,32.943422345611964,-96.82870705,535445.4697501372,348039.56
Commercial on Proton Road,commercial,"Dallas County, Texas",Proton Road,32.94627553701093,-96.83592663,26097.74619998784,16963.54
Retail on Inwood Road,retail,"Dallas County, Texas",Inwood Road,32.950912849965405,-96.83115043,21683.622226359206,14094.35
Commercial on Midway Road,commercial,"Dallas County, Texas",Midway Road,32.942328367908466,-96.83829624,28109.14232834033,18270.94
Commercial on Beltwood Parkway,commercial,"Dallas County, Texas",Beltwood Parkway,32.94872359648352,-96.83736058,20659.500559933727,13428.68
Commercial on Spring Valley Road,commercial,"Dallas County, Texas",Spring Valley Road,32.940591725153325,-96.83821437,24396.937800337106,15858.01
Retail on Inwood Road,retail,"Dallas County, Texas",Inwood Road,32.94822857,-96.82906014,22540.94696587831,14651.62
Warehouse on Gillis Road,warehouse,"Dallas County, Texas",Gillis Road,32.94374143823896,-96.8348246,175156.12051889164,113851.48
Warehouse on Spring Valley Road,warehouse,"Dallas County, Texas",Spring Valley Road,32.94065326294076,-96.83166807,114059.5425629602,74138.7
Commercial on Proton Road,commercial,"Dallas County, Texas",Proton Road,32.943626743548045,-96.83720389,20769.81852681328,13500.38
Warehouse on Gillis Road,warehouse,"Dallas County, Texas",Gillis Road,32.94144596202989,-96.83342425,20209.39650689675,13136.11
Commercial on West Beltwood Parkway,commercial,"Dallas County, Texas",West Beltwood Parkway,32.94736707682397,-96.83715065,22348.46421174176,14526.5
Commercial on North Beltwood Parkway,commercial,"Dallas County, Texas",North Beltwood Parkway,32.94931956267463,-96.83548111,35765.81013908157,23247.78
Warehouse on Spring Valley Road,warehouse,"Dallas County, Texas",Spring Valley Road,32.940336010946446,-96.83276576,108910.02765242614,70791.52
Commercial on West Beltwood Parkway,commercial,"Dallas County, Texas",West Beltwood Parkway,32.94797856143501,-96.8374171,26962.99853561629,17525.95
Commercial on Beltwood Parkway,commercial,"Dallas County, Texas",Beltwood Parkway,32.94858985172668,-96.83801308,23758.232777365392,15442.85
Warehouse on Gillis Road,warehouse,"Dallas County, Texas",Gillis Road,32.94144698798054,-96.83261088,66655.77958078425,43326.26
