name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Life Time,commercial,"Denton County, Texas",Trinity Mills Road,32.988617361038614,-96.85161691,73815.00133297268,47979.75,4457.318775,1431691.0,1431.69,3922.4,108.9,12498,69413,1,16,0.1951
Retail on West Main Street,retail,"Denton County, Texas",West Main Street,33.04424915652845,-97.01893602,60740.752330460266,39481.49,3667.8304209999997,1178107.0,1178.11,3227.7,89.6,6679,42120,4,21,0.1068
Nebraska Furniture Mart,commercial,"Denton County, Texas",Nebraska Furniture Mart Drive,33.07114199815974,-96.86586851,1344389.488540736,873853.17,81180.959493,26075324.0,26075.32,71439.2,1982.6,3476,37982,5,70,0.2129
Kroger,retail,"Denton County, Texas",Flower Mound Road,33.009623307746786,-97.04692518,66405.70764871144,43163.71,4009.9086589999997,1287983.0,1287.98,3528.7,97.9,3353,35961,0,7,0.0579
Albertsons,retail,"Denton County, Texas",Swisher Road,33.131588804774374,-97.0433332,59157.37349,38452.29,3572.217741,1147396.0,1147.4,3143.6,87.2,2442,14378,1,4,0.0435
Retail on Swisher Road,retail,"Denton County, Texas",Swisher Road,33.13143440016783,-97.04248614,20485.86126375514,13315.81,1237.0387489999998,397337.0,397.34,1088.6,30.2,2385,14255,1,4,0.038
Industrial on East Sam Lee Lane,industrial,"Denton County, Texas",East Sam Lee Lane,33.028692750000005,-97.26319185,535364.4980771184,347986.92,32327.984867999996,10383749.0,10383.75,28448.6,789.5,843,7737,2,3,0.0767
Industrial on Northport Drive,industrial,"Denton County, Texas",Northport Drive,33.02800460472406,-97.25934557,505997.3298728999,328898.26,30554.648354,9814153.0,9814.15,26888.1,746.2,914,8097,2,4,0.0743
Ross,retail,"Denton County, Texas",State Highway 121,33.068790467605425,-96.88894614,59350.902202909856,38578.09,3583.9045609999994,1151150.0,1151.15,3153.8,87.5,2829,33728,6,32,0.0493
Warehouse on Cougar Alley,warehouse,"Denton County, Texas",Cougar Alley,33.07425896327364,-96.89074877,20666.458002076703,13433.2,1247.94428,400840.0,400.84,1098.2,30.5,2789,31566,6,32,0.044
Freddie Mac,office,"Denton County, Texas",Wimberly Way,33.04699724443376,-96.87026527,71927.88552368584,46753.13,4343.365777,1395089.0,1395.09,3822.2,106.1,4233,43775,2,50,0.0717
Kroger,retail,"Denton County, Texas",Main Street,33.09805926485893,-96.89386108,49968.899780025706,32479.78,3017.371562,969180.0,969.18,2655.3,73.7,3384,26652,0,17,0.0564
Retail on North Colony Boulevard,retail,"Denton County, Texas",North Colony Boulevard,33.09711435233772,-96.89424399,22392.396017217005,14555.06,1352.165074,434315.0,434.32,1189.9,33.0,3387,26473,0,17,0.0532
Retail on Crawford Drive,retail,"Denton County, Texas",Crawford Drive,33.095546282163106,-96.8914246,43914.51158513512,28544.43,2651.777547,851751.0,851.75,2333.6,64.8,3696,26930,0,27,0.0604
Retail on State Highway 121,retail,"Denton County, Texas",State Highway 121,33.06807365,-96.8911713,21149.736656373418,13747.33,1277.126957,410213.0,410.21,1123.9,31.2,2782,33451,6,32,0.044
Retail on Main Street,retail,"Denton County, Texas",Main Street,33.08264688,-96.89115597,50021.515265832095,32513.98,3020.548742,970200.0,970.2,2658.1,73.8,3202,28797,4,31,0.0537
Retail on State Highway 121,retail,"Denton County, Texas",State Highway 121,33.06475350059041,-96.88306381,41620.92542847965,27053.6,2513.27944,807265.0,807.26,2211.7,61.4,2961,36182,6,36,0.0491
Walmart Supercenter,retail,"Denton County, Texas",Marsh Lane,32.99509710964301,-96.85790413,211388.62406289685,137402.61,12764.702468999998,4100022.0,4100.02,11232.9,311.7,15904,66743,1,11,0.2624
Commercial on Midway Road,commercial,"Denton County, Texas",Midway Road,32.98776380777082,-96.84341478,34300.022051093925,22295.01,2071.206429,665272.0,665.27,1822.7,50.6,11392,72315,3,21,0.1739
Kroger,retail,"Denton County, Texas",Frankford Road,32.99852629696372,-96.84610427,69092.11270821508,44909.87,4172.126923,1340087.0,1340.09,3671.5,101.9,16413,68787,2,11,0.2529
Commercial on East Trinity Mills Road,commercial,"Denton County, Texas",East Trinity Mills Road,32.98795486079925,-96.85077994,36898.70525268398,23984.16,2228.128464,715675.0,715.68,1960.8,54.4,12149,70045,1,18,0.1855
Commercial on Trinity Mills Road,commercial,"Denton County, Texas",Trinity Mills Road,32.98851583086753,-96.85312253,82647.48741981307,53720.87,4990.668823,1603003.0,1603.0,4391.8,121.9,12560,68874,1,15,0.1971
Commercial on Frankford Road,commercial,"Denton County, Texas",Frankford Road,32.99566812407022,-96.85427864,101407.60530416784,65914.94,6123.497926,1966868.0,1966.87,5388.7,149.5,16212,67225,1,10,0.2538
Retail on Midway Road,retail,"Denton County, Texas",Midway Road,32.99852899689663,-96.84524124,27313.90847357868,17754.04,1649.350316,529771.0,529.77,1451.4,40.3,16420,68859,3,12,0.248
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.98792201280503,-96.88909508,47911.973091006,31142.78,2893.164262,929284.0,929.28,2546.0,70.7,5945,57036,0,9,0.0944
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.991270055075496,-96.88897526,35417.22842,23021.2,2138.66948,686941.0,686.94,1882.0,52.2,6485,57662,0,9,0.1009
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.99838015648919,-96.88761189,25655.57673,16676.12,1549.2115479999998,497607.0,497.61,1363.3,37.8,7318,58939,0,11,0.1122
Ross,retail,"Denton County, Texas",North Josey Lane,32.98887976889672,-96.88878482,45142.31352744198,29342.5,2725.9182499999997,875565.0,875.56,2398.8,66.6,6142,57343,0,9,0.097
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.99937757374826,-96.88461783,87882.83088698854,57123.84,5306.804735999999,1704546.0,1704.55,4670.0,129.6,7833,60033,0,8,0.1273
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.997096466405154,-96.8851172,71774.29286115243,46653.29,4334.090641,1392110.0,1392.11,3814.0,105.8,7607,59692,0,10,0.122
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,32.990154391483465,-96.88870339,66264.03117103383,43071.62,4001.353498,1285235.0,1285.23,3521.2,97.7,6354,57596,0,9,0.1026
Commercial on Kensington Drive,commercial,"Denton County, Texas",Kensington Drive,33.013991421256414,-96.88616428,23344.16782582716,15173.71,1409.6376589999998,452776.0,452.78,1240.5,34.4,7424,59945,0,18,0.1135
Warehouse on Eisenhower Street,warehouse,"Denton County, Texas",Eisenhower Street,32.99616459282658,-96.9248966,151226.67612922107,98297.34,9131.822886,2933142.0,2933.14,8036.0,223.0,3402,37783,1,14,0.0688
Warehouse on West Frankford Road,warehouse,"Denton County, Texas",West Frankford Road,32.99650619523797,-96.9232547,121612.30087328744,79048.0,7343.5592,2358751.0,2358.75,6462.3,179.3,3513,38411,1,14,0.0669
Warehouse on Bradley Lane,warehouse,"Denton County, Texas",Bradley Lane,32.990518126720325,-96.92511002,53178.819965925766,34566.23,3211.202767,1031438.0,1031.44,2825.9,78.4,2990,37729,4,14,0.0509
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,33.012732971344086,-96.88819822,32475.26666994377,21108.92,1961.0186679999997,629879.0,629.88,1725.7,47.9,7570,59578,0,18,0.1167
Warehouse on Bradley Lane,warehouse,"Denton County, Texas",Bradley Lane,32.99047693620035,-96.92307076,153503.8554234625,99777.51,9269.330678999999,2977309.0,2977.31,8157.0,226.4,3095,38419,5,13,0.0645
Retail on East Hebron Parkway,retail,"Denton County, Texas",East Hebron Parkway,33.02033754056139,-96.91367792,23109.92597324029,15021.45,1395.4927050000001,448232.0,448.23,1228.0,34.1,5816,40589,1,27,0.0895
Commercial on North Josey Lane,commercial,"Denton County, Texas",North Josey Lane,33.01321704812062,-96.88608481,30265.28738607394,19672.44,1827.5696759999998,587015.0,587.02,1608.3,44.6,7447,60014,0,18,0.1146
Warehouse on Patton Place,warehouse,"Denton County, Texas",Patton Place,32.99249368914365,-96.92232171,74463.40728187462,48401.21,4496.472409,1444267.0,1444.27,3956.9,109.8,3301,38845,5,13,0.0581
Warehouse on Wainwright Way,warehouse,"Denton County, Texas",Wainwright Way,32.99448467390252,-96.92230864,73365.03054920539,47687.27,4430.1473829999995,1422963.0,1422.96,3898.5,108.2,3445,38857,5,14,0.0601
Warehouse on West Frankford Road,warehouse,"Denton County, Texas",West Frankford Road,32.99601165112415,-96.92825274,186044.0969560887,120928.66,11234.272514,3608448.0,3608.45,9886.2,274.4,3345,36867,0,14,0.0722
Retail on Old Denton Road,retail,"Denton County, Texas",Old Denton Road,32.997802328104335,-96.90771123,53870.57739553999,35015.88,3252.9752519999997,1044856.0,1044.86,2862.6,79.4,5103,46412,1,9,0.0825
Walmart Neighborhood Market,retail,"Denton County, Texas",Old Denton Road,33.01799732368048,-96.91611331,62681.74037016978,40743.13,3785.036777,1215754.0,1215.75,3330.8,92.4,5664,40020,1,27,0.0919
Big Lots,retail,"Denton County, Texas",North Josey Lane,33.01063890724508,-96.88831552,27986.30328153862,18191.1,1689.9531899999997,542813.0,542.81,1487.2,41.3,7556,59670,0,22,0.116
Warehouse on Patton Place,warehouse,"Denton County, Texas",Patton Place,32.99378199394995,-96.92358562,240723.7689463788,156470.45,14536.104805,4668997.0,4669.0,12791.8,355.0,3317,38336,5,14,0.0783
Kroger,retail,"Denton County, Texas",Old Denton Road,33.019636228683034,-96.91328715,75065.29978076131,48792.44,4532.817676,1455941.0,1455.94,3988.9,110.7,5831,41051,1,26,0.0959
Warehouse on Wainwright Way,warehouse,"Denton County, Texas",Wainwright Way,32.99577265010564,-96.92248177,223146.59736428128,145045.29,13474.707441,4328076.0,4328.08,11857.7,329.1,3515,38764,1,14,0.0791
Warehouse on Wainwright Way,warehouse,"Denton County, Texas",Wainwright Way,32.994475248651256,-96.92447476,106912.32821845212,69493.01,6455.900628999999,2073635.0,2073.64,5681.2,157.7,3314,37988,5,14,0.0622
Warehouse on Patton Place,warehouse,"Denton County, Texas",Patton Place,32.992482567827054,-96.92448762,108035.098683945,70222.81,6523.699049,2095412.0,2095.41,5740.9,159.3,3168,38029,5,14,0.0602
Warehouse on Bradley Lane,warehouse,"Denton County, Texas",Bradley Lane,32.99179030104389,-96.92358799,240216.15191719623,156140.5,14505.452449999999,4659151.0,4659.15,12764.8,354.3,3167,38311,5,14,0.076
Retail on Old Denton Road,retail,"Denton County, Texas",Old Denton Road,32.99687409998019,-96.90879973,33777.046354233964,21955.08,2039.6269320000001,655128.0,655.13,1794.9,49.8,4804,45755,1,9,0.0757
Retail on Old Denton Road,retail,"Denton County, Texas",Old Denton Road,33.02192455000001,-96.91754305,37208.61530613537,24185.6,2246.84224,721686.0,721.69,1977.2,54.9,5727,38204,1,30,0.0898
Advance Components,warehouse,"Denton County, Texas",Unknown,32.99448735,-96.92772535,64491.27455,41919.33,3894.305757,1250851.0,1250.85,3427.0,95.1,3221,37088,4,14,0.0557
Warehouse on Commodore Drive,warehouse,"Denton County, Texas",Commodore Drive,32.99304475,-96.92766655,81302.52389418957,52846.64,4909.452856,1576916.0,1576.92,4320.3,119.9,3117,37190,4,14,0.0562
Warehouse on Commodore Drive,warehouse,"Denton County, Texas",Commodore Drive,32.991501289049644,-96.92766968,111208.96993788391,72285.83,6715.353607,2156972.0,2156.97,5909.5,164.0,3004,37213,4,14,0.0581
Warehouse on Eisenhower Street,warehouse,"Denton County, Texas",Eisenhower Street,32.996164345303626,-96.92651221,92915.82185181156,60395.28,5610.721512,1802164.0,1802.16,4937.4,137.0,3340,37302,0,14,0.0609
Kohl's,retail,"Denton County, Texas",Old Denton Road,33.02230215930734,-96.91409104,86383.94625,56149.57,5216.295053,1675474.0,1675.47,4590.3,127.4,5803,39692,1,28,0.0968
Retail on East Frankford Road,retail,"Denton County, Texas",East Frankford Road,32.999350968178874,-96.90910985,28426.83215743332,18477.44,1716.5541759999999,551357.0,551.36,1510.6,41.9,5125,45939,1,9,0.0798
Warehouse on Eisenhower Street,warehouse,"Denton County, Texas",Eisenhower Street,32.99341904774563,-96.92653008,50529.90478947493,32844.44,3051.248476,980061.0,980.06,2685.1,74.5,3146,37427,4,14,0.0529
Warehouse on Commodore Drive,warehouse,"Denton County, Texas",Commodore Drive,32.98943333440568,-96.92805394,120265.6090856746,78172.65,7262.239184999999,2332631.0,2332.63,6390.8,177.4,2843,37039,4,14,0.0568
Warehouse on Eisenhower Street,warehouse,"Denton County, Texas",Eisenhower Street,32.99203684383541,-96.92672165,101197.48762369764,65778.37,6110.810573,1962792.0,1962.79,5377.5,149.2,3046,37414,4,14,0.0575
Warehouse on Eisenhower Street,warehouse,"Denton County, Texas",Eisenhower Street,32.99037883280063,-96.92673729,93789.00868174818,60962.86,5663.449694,1819100.0,1819.1,4983.8,138.3,2926,37322,4,14,0.0549
Warehouse on Commodore Drive,warehouse,"Denton County, Texas",Commodore Drive,32.99439297394442,-96.92987264,81246.11354268325,52809.97,4906.046213,1575822.0,1575.82,4317.3,119.8,3248,36707,1,14,0.0581
Warehouse on Bradley Lane,warehouse,"Denton County, Texas",Bradley Lane,32.990514672311384,-96.92104048,56077.98706424541,36450.69,3386.269101,1087670.0,1087.67,2979.9,82.7,3231,39224,5,12,0.0549
Retail on West Hebron Parkway,retail,"Denton County, Texas",West Hebron Parkway,33.018953181657885,-96.91707806,37190.50826771337,24173.83,2245.748807,721335.0,721.34,1976.3,54.8,5650,39229,1,27,0.0887
Warehouse on Patton Place,warehouse,"Denton County, Texas",Patton Place,32.99255438899564,-96.92088011,43005.90035841122,27953.84,2596.911736,834128.0,834.13,2285.3,63.4,3400,39500,5,13,0.0558
Industrial on International Parkway,industrial,"Denton County, Texas",International Parkway,33.01920941701579,-96.84814959,148002.77417995504,96201.8,8937.14722,2870612.0,2870.61,7864.7,218.3,7338,66298,3,23,0.1271
Industrial on Sam Rayburn Tollway,industrial,"Denton County, Texas",Sam Rayburn Tollway,33.05546571027555,-96.91462186,155421.44755045022,101023.94,9385.124026,3014502.0,3014.5,8258.9,229.2,2871,27639,12,30,0.0614
Commercial on Midway Road,commercial,"Denton County, Texas",Midway Road,33.02018291,-96.84453356,56986.95706,37041.52,3441.1572079999996,1105300.0,1105.3,3028.2,84.0,6811,65967,3,23,0.1083
Commercial on Midway Road,commercial,"Denton County, Texas",Midway Road,33.021717301372306,-96.84491536,76413.08858236522,49668.51,4614.204579,1482083.0,1482.08,4060.5,112.7,6066,65425,3,26,0.0996
Retail on I-35E Frontage Road,retail,"Denton County, Texas",I-35E Frontage Road,32.990182851530214,-96.93920914,38434.17145885176,24982.21,2320.8473089999998,745456.0,745.46,2042.3,56.7,2941,36021,0,15,0.0484
Warehouse on Tittle Drive,warehouse,"Denton County, Texas",Tittle Drive,33.06668300537883,-96.87517336,266371.6217006196,173141.55,16084.849994999999,5166454.0,5166.45,14154.7,392.8,2903,36674,7,46,0.0752
Commercial on Golden Trail Court,commercial,"Denton County, Texas",Golden Trail Court,33.033141406137936,-96.88633188,31431.09503393616,20430.21,1897.9665089999999,609627.0,609.63,1670.2,46.4,5697,49914,2,31,0.0887
Commercial on International Parkway,commercial,"Denton County, Texas",International Parkway,33.02098895750593,-96.84592773,53895.18561969799,35031.87,3254.460723,1045333.0,1045.33,2863.9,79.5,6439,65653,3,24,0.1024
Commercial on Midway Road,commercial,"Denton County, Texas",Midway Road,33.02248019391515,-96.84589737,54309.917546929086,35301.45,3279.504705,1053377.0,1053.38,2886.0,80.1,5715,65086,3,25,0.0917
Office on North Josey Lane,office,"Denton County, Texas",North Josey Lane,33.0283567,-96.88355364,23019.19261939212,14962.48,1390.0143919999998,446473.0,446.47,1223.2,33.9,6295,55419,1,27,0.0966
Timberglen Branch Library,commercial,"Denton County, Texas",Midway Road,33.00361211041719,-96.84511393,20480.802907173304,13312.52,1236.733108,397239.0,397.24,1088.3,30.2,16455,67374,3,16,0.2477
Industrial on East State Highway 121,industrial,"Denton County, Texas",East State Highway 121,33.05718873071842,-96.91449949,953442.5997697436,619737.69,57573.63140099999,18492650.0,18492.65,50664.8,1406.1,2722,27129,6,30,0.1548
Commercial on Midway Road,commercial,"Denton County, Texas",Midway Road,33.01825207308306,-96.84447398,68847.07945463351,44750.6,4157.330739999999,1335335.0,1335.34,3658.5,101.5,7780,66548,3,21,0.1242
Sysco North Texas,warehouse,"Denton County, Texas",Tittle Drive,33.06420871747226,-96.87389622,545041.7904881964,354277.16,32912.348163999995,10571446.0,10571.45,28962.9,803.8,2843,37351,7,50,0.1077
Industrial on International Parkway,industrial,"Denton County, Texas",International Parkway,33.02047645000001,-96.8491376,144682.45763948074,94043.6,8736.65044,2806212.0,2806.21,7688.3,213.4,6677,65850,3,22,0.1169
Industrial on East State Highway 121,industrial,"Denton County, Texas",East State Highway 121,33.056615049999984,-96.9119098,144552.55464218702,93959.16,8728.805964,2803692.0,2803.69,7681.3,213.2,3035,28284,17,31,0.0626
Warehouse on Plano Parkway,warehouse,"Denton County, Texas",Plano Parkway,33.06742105,-96.86893645,99429.11821633602,64628.93,6004.027597,1928494.0,1928.49,5283.5,146.6,3204,38401,7,70,0.0597
Pickler University,retail,"Denton County, Texas",I-35E Frontage Road,32.989426627079325,-96.93770928,88849.35704094538,57752.08,5365.168232,1723292.0,1723.29,4721.3,131.0,2865,36010,0,14,0.0534
Edward Don & Company,warehouse,"Denton County, Texas",Plano Parkway,33.06733328,-96.86725946,189225.3208378888,122996.46,11426.371134,3670150.0,3670.15,10055.2,279.1,3377,38507,5,69,0.073
Retail on West Hebron Parkway,retail,"Denton County, Texas",West Hebron Parkway,33.02390857651705,-96.93612194,22339.629703835504,14520.76,1348.978604,433292.0,433.29,1187.1,32.9,4874,31639,1,19,0.0753
Retail on North Josey Lane,retail,"Denton County, Texas",North Josey Lane,33.04320514843755,-96.87990072,43042.71313639808,27977.76,2599.133904,834842.0,834.84,2287.2,63.5,4576,44619,3,35,0.0734
Warehouse on Patriot Parkway,warehouse,"Denton County, Texas",Patriot Parkway,33.00124276768064,-97.23661306,471313.16240788106,306353.56,28460.245724,9141431.0,9141.43,25045.0,695.1,1853,12366,1,5,0.0841
Retail on North Corinth Street,retail,"Denton County, Texas",North Corinth Street,33.15785779442338,-97.06203126,21348.43651247845,13876.48,1289.124992,414067.0,414.07,1134.4,31.5,2180,20582,3,12,0.0351
Retail on North Corinth Street,retail,"Denton County, Texas",North Corinth Street,33.15787102229982,-97.06251857,23901.42408337522,15535.93,1443.287897,463584.0,463.58,1270.1,35.2,2227,20690,3,12,0.0361
Retail on A-Train Rail Trail,retail,"Denton County, Texas",A-Train Rail Trail,33.15789174999998,-97.06306505,24084.87106903516,15655.17,1454.365293,467142.0,467.14,1279.8,35.5,2281,20811,4,12,0.0369
Retail on North Corinth Street,retail,"Denton County, Texas",North Corinth Street,33.15791082352404,-97.0635472,22983.503294857263,14939.28,1387.859112,445780.0,445.78,1221.3,33.9,2328,20917,6,12,0.0375
Commercial on Marsh Lane,commercial,"Denton County, Texas",Marsh Lane,32.99027631062212,-96.85715486,25557.938347809068,16612.66,1543.316114,495713.0,495.71,1358.1,37.7,13649,67509,1,12,0.2065
Warehouse on Heritage Parkway,warehouse,"Denton County, Texas",Heritage Parkway,33.00441077456535,-97.29745413,553195.1729932477,359576.86,33404.690294,10729587.0,10729.59,29396.1,815.8,780,9402,0,11,0.0779
Amazon Fulfilment Center,warehouse,"Denton County, Texas",Heritage Parkway,33.009141672469184,-97.29521507,1038147.0248299062,674795.57,62688.508452999995,20135549.0,20135.55,55165.9,1531.0,756,8367,0,11,0.1357
Alliance Center North 1,warehouse,"Denton County, Texas",North Beach Street,33.00063102680112,-97.28695221,1101645.7404148227,716069.73,66522.87791699999,21367148.0,21367.15,58540.1,1624.6,1032,11412,0,8,0.1474
Retail on Long Prairie Road,retail,"Denton County, Texas",Long Prairie Road,33.069398293487815,-97.08448446,152445.98527628466,99089.89,9205.450781,2956791.0,2956.79,8100.8,224.8,1783,23647,2,3,0.0448
Walmart Fulfillment Center,warehouse,"Denton County, Texas",North Beach Street,33.00334094110826,-97.28638263,996104.485862304,647467.92,60149.769768,19320106.0,19320.11,52931.8,1469.0,978,10731,0,8,0.134
Retail on Meadowcrest Drive,retail,"Denton County, Texas",Meadowcrest Drive,33.07230936362498,-97.04509818,46627.32667041362,30307.76,2815.5909039999997,904368.0,904.37,2477.7,68.8,4425,28662,0,11,0.0715
Retail on Justin Road,retail,"Denton County, Texas",Justin Road,33.07232735163584,-97.04781334,64837.38618256412,42144.3,3915.2054700000003,1257564.0,1257.56,3445.4,95.6,4263,28520,0,11,0.0713
Retail on Village Parkway,retail,"Denton County, Texas",Village Parkway,33.07524541903585,-97.08140541,149030.06834358562,96869.54,8999.180266,2890537.0,2890.54,7919.3,219.8,1913,22870,2,3,0.0464
Retail on Deer Creek,retail,"Denton County, Texas",Deer Creek,33.07415366547698,-97.08590294,42893.87907270991,27881.02,2590.146758,831955.0,831.96,2279.3,63.3,1676,21913,2,4,0.0301
Whole Foods Market,retail,"Denton County, Texas",Justin Road,33.072744961327736,-97.08468338,42715.610429614375,27765.15,2579.382435,828498.0,828.5,2269.9,63.0,1719,22680,2,3,0.0307
Retail on Shoal Creek,retail,"Denton County, Texas",Shoal Creek,33.07432830825968,-97.08668553,37744.03167944728,24533.62,2279.1732979999997,732070.0,732.07,2005.7,55.7,1653,21628,2,4,0.0292
Retail on Village Parkway,retail,"Denton County, Texas",Village Parkway,33.07419681016829,-97.08396122,22015.573505185865,14310.12,1329.410148,427007.0,427.01,1169.9,32.5,1751,22475,2,3,0.0287
Walmart Supercenter,retail,"Denton County, Texas",Justin Road,33.076835047088935,-97.0781261,216398.6175569026,140659.1,13067.23039,4197194.0,4197.19,11499.2,319.1,2133,23187,2,3,0.0577
Retail on Waller Creek,retail,"Denton County, Texas",Waller Creek,33.07284583697244,-97.08544009,21353.843953621366,13880.0,1289.452,414172.0,414.17,1134.7,31.5,1700,22421,2,3,0.0279
Retail on Cherry Creek,retail,"Denton County, Texas",Cherry Creek,33.07285082337481,-97.08614291,21184.197938860794,13769.73,1279.207917,410882.0,410.88,1125.7,31.2,1687,22203,2,4,0.0277
Retail on Valley Ridge Court,retail,"Denton County, Texas",Valley Ridge Court,33.073139266454056,-97.05641457,64288.01705314498,41787.21,3882.0318089999996,1246909.0,1246.91,3416.2,94.8,3534,27354,0,9,0.0604
Warehouse on South Edmonds Lane,warehouse,"Denton County, Texas",South Edmonds Lane,32.99579841,-97.00942367,1012540.2866726218,658151.19,61142.24555099999,19638889.0,19638.89,53805.2,1493.2,4227,38459,1,18,0.1844
Warehouse on South Valley Parkway,warehouse,"Denton County, Texas",South Valley Parkway,32.99621079886633,-97.01391677,327722.7015083633,213019.76,19789.535704,6356399.0,6356.4,17414.8,483.3,3657,38782,1,16,0.0938
Warehouse on South Valley Parkway,warehouse,"Denton County, Texas",South Valley Parkway,32.99411812,-97.01283052,251368.95440093608,163389.82,15178.914278,4875467.0,4875.47,13357.4,370.7,3499,38032,1,15,0.0823
Sunbelt,warehouse,"Denton County, Texas",South Valley Parkway,32.99122647008191,-97.01360047,1015548.297581361,660106.39,61323.883631,19697231.0,19697.23,53965.0,1497.7,3141,37088,1,14,0.1685
Harley-Davidson,retail,"Denton County, Texas",South Interstate 35E,33.152621424498804,-97.06320827,32209.279547027378,20936.03,1944.9571869999997,624720.0,624.72,1711.6,47.5,2772,20377,3,12,0.0452
Retail on Teasley Lane,retail,"Denton County, Texas",Teasley Lane,33.145151807503254,-97.10392317,29387.767353042647,19102.05,1774.5804449999998,569995.0,570.0,1561.6,43.3,3276,23305,0,14,0.0524
Kroger,retail,"Denton County, Texas",Hickory Creek Road,33.145808474852025,-97.10191307,85965.50283265223,55877.58,5191.027182,1667358.0,1667.36,4568.1,126.8,3393,23427,0,14,0.0609
Industrial on Waters Ridge Drive,industrial,"Denton County, Texas",Waters Ridge Drive,33.01895211244066,-96.97260629,603628.0907612327,392358.26,36450.082354,11707766.0,11707.77,32076.1,890.2,3368,36734,9,22,0.1225
Rheem,industrial,"Denton County, Texas",Waters Ridge Drive,33.01837071307287,-96.96857144,664791.6661240445,432114.58,40143.444482,12894074.0,12894.07,35326.2,980.4,2493,36183,7,20,0.1168
SMP Four Seasons,industrial,"Denton County, Texas",Waters Ridge Drive,33.02117416632439,-96.97099015,397405.0354229893,258313.27,23997.302783,7707934.0,7707.93,21117.6,586.1,2233,36117,7,21,0.0809
Industrial on Unknown,industrial,"Denton County, Texas",Unknown,33.035242982856495,-96.98084669,44981.61540237698,29238.05,2716.214845,872448.0,872.45,2390.3,66.3,1877,34458,1,25,0.0334
Kroger,retail,"Denton County, Texas",State Highway 121,33.06219016023291,-96.88910352,120438.90100516572,78285.29,7272.703440999999,2335992.0,2335.99,6400.0,177.6,3124,35955,15,32,0.061
Retail on State Highway 121,retail,"Denton County, Texas",State Highway 121,33.06353729657199,-96.88572609,31172.45471823241,20262.1,1882.3490899999997,604611.0,604.61,1656.5,46.0,3029,36053,16,34,0.0489
Public Storage,warehouse,"Denton County, Texas",State Highway 121,33.067150455061665,-96.8825731,87448.81792476033,56841.73,5280.596717,1696128.0,1696.13,4646.9,129.0,2923,35661,7,38,0.054
Office on Plano Parkway,office,"Denton County, Texas",Plano Parkway,33.06788630000001,-96.86535,29967.922538507584,19479.15,1809.613035,581248.0,581.25,1592.5,44.2,3554,38549,4,70,0.0566
Office on Plano Parkway,office,"Denton County, Texas",Plano Parkway,33.06776245,-96.8660132,36052.47926918621,23434.11,2177.028819,699262.0,699.26,1915.8,53.2,3489,38525,4,72,0.0563
Rooms To Go,retail,"Denton County, Texas",State Highway 121,33.07560742715565,-96.87010994,59868.60123682786,38914.59,3615.1654109999995,1161191.0,1161.19,3181.3,88.3,4176,36868,6,68,0.0694
Retail on Venezia Lane,retail,"Denton County, Texas",Venezia Lane,33.07184025000001,-97.02942795,22446.12608579272,14589.98,1355.409142,435357.0,435.36,1192.8,33.1,4474,28708,3,14,0.0694
Retail on Teasley Lane,retail,"Denton County, Texas",Teasley Lane,33.14795451080591,-97.10690876,47716.14228634301,31015.49,2881.3390210000002,925486.0,925.49,2535.6,70.4,3301,23450,0,14,0.0549
Walmart Supercenter,retail,"Denton County, Texas",North US Highway 377,33.01383171426313,-97.21702186,201847.9795,131201.19,12188.590551,3914975.0,3914.98,10726.0,297.7,1466,10226,0,2,0.046
The Home Depot,retail,"Denton County, Texas",East State Highway 114,33.010548823119855,-97.21698525,95026.58030251108,61767.28,5738.1803119999995,1843104.0,1843.1,5049.6,140.1,1647,10422,0,2,0.0359
Treehouse,warehouse,"Denton County, Texas",Ashmore Lane,33.02942143361773,-97.26720055,504367.0126957421,327838.56,30456.202223999997,9782532.0,9782.53,26801.5,743.8,760,7336,3,3,0.0718
Industrial on Short Track Court,industrial,"Denton County, Texas",Short Track Court,33.03281301318713,-97.30521913,930718.3111,604966.9,56201.42501,18051898.0,18051.9,49457.3,1372.6,488,4860,0,6,0.1188
Academy Sports + Outdoors,retail,"Denton County, Texas",Legends Path,33.069795390069714,-97.08649718,67240.98280388168,43706.64,4060.3468559999997,1304183.0,1304.18,3573.1,99.2,1731,22911,2,3,0.0339
DATCU Credit Union,commercial,"Denton County, Texas",South Interstate 35E,33.151873695099034,-97.06231539,31914.871177995374,20744.67,1927.1798429999997,619010.0,619.01,1695.9,47.1,2763,20115,3,8,0.045
